student_id,program,cohort,unit_name,trs_score,class_average_trs,aptitude_improvement,logical_ability_improvement,sessions_attended,ai_tutor_usage_days,ai_mentor_usage_days,exam_prep_usage_days,ai_tutor_last_access,badges_earned
S1085,MGB,MGB_Jun24,Digital Marketing,80.88077348376314,80.22283009661602,18.08090980991938,18.084557275724272,6,7,7,6,2025-04-30,"Rapid Improver, Consistent User"
S1085,MGB,MGB_Jun24,Supply Chain,86.96905212559219,89.84347437597027,25.096228527257885,21.5057611063589,6,12,1,5,2025-04-14,"Consistent User, Top Performer"
S1085,MGB,MGB_Jun24,Project Management,63.93807293172357,71.37168015309749,19.14032725979309,13.546819409458221,6,6,6,6,2025-04-28,"Top Performer, Top Performer"
S1086,MGB,MGB_Jun24,Applied Statistics,84.18756464416519,90.64114402750964,22.569500542047656,17.66375605237217,5,3,7,6,2025-04-26,Consistent User
S1086,MGB,MGB_Jun24,Digital Marketing,70.17662097883891,70.760410070962,15.33697604145111,16.303793393806565,6,5,2,5,2025-05-02,"Consistent User, Rapid Improver"
S1086,MGB,MGB_Jun24,Supply Chain,84.02170462999602,88.5939922446447,18.878566025048663,19.54161169189917,5,4,7,4,2025-04-20,"Rapid Improver, Rapid Improver"
S1086,MGB,MGB_Jun24,Project Management,89.35391780854388,84.60634117011863,22.91173006649329,20.84700583705749,6,12,7,3,2025-05-02,"Rapid Improver, Rapid Improver"
S1087,MGB,MGB_Jun24,Applied Statistics,92.80214727632975,85.44856184231472,21.761239844313724,20.528657918277002,6,3,7,2,2025-05-21,"Rapid Improver, Consistent User"
S1087,MGB,MGB_Jun24,Digital Marketing,93.09116073733362,95.17338902127706,23.78561141346899,22.850683515522405,5,6,6,5,2025-04-19,"Top Performer, Rapid Improver"
S1087,MGB,MGB_Jun24,Supply Chain,99.92742373800635,98.0,24.190964798767432,20.345056659650993,5,10,6,3,2025-05-05,Consistent User
S1087,MGB,MGB_Jun24,Project Management,75.11631610241874,76.28283766366995,18.14139548612555,17.90841853002488,5,8,6,3,2025-05-21,Rapid Improver
S1088,MGB,MGB_Jun24,Applied Statistics,82.72855089782533,86.1160936417718,22.48018391780474,18.406805699378367,6,7,5,3,2025-05-11,"Rapid Improver, Consistent User"
S1088,MGB,MGB_Jun24,Digital Marketing,76.93210759664535,75.79520748266692,20.98302502944754,16.857521841813412,6,7,2,4,2025-04-27,Rapid Improver
S1088,MGB,MGB_Jun24,Supply Chain,74.19532682071053,83.72118983736837,20.164598765346362,13.029443324851044,5,6,6,3,2025-04-13,"Top Performer, Top Performer"
S1088,MGB,MGB_Jun24,Project Management,70.46765597414162,72.37380190901256,18.27118111595307,19.22703543587695,4,6,3,3,2025-05-08,"Consistent User, Consistent User"
S1089,MGB,MGB_Jun24,Applied Statistics,100.0,92.86440610948814,22.256751666140367,23.31869216949317,6,6,7,3,2025-05-14,
S1089,MGB,MGB_Jun24,Digital Marketing,73.14705938733738,91.3794938435684,19.76733269458577,16.144988264160137,5,4,7,6,2025-05-07,Consistent User
S1089,MGB,MGB_Jun24,Supply Chain,89.62927047484047,95.57523155711148,18.86070102649477,18.665258980198683,4,8,5,4,2025-05-08,"Rapid Improver, Consistent User"
S1089,MGB,MGB_Jun24,Project Management,74.0652043354998,71.45188586785386,18.480236486916745,18.287628420140873,6,4,1,3,2025-04-17,"Rapid Improver, Top Performer"
S1090,MGB,MGB_Jun24,Applied Statistics,66.25184276326638,62.497838661157566,14.9904293283238,12.076876645391252,4,7,3,5,2025-04-28,
S1090,MGB,MGB_Jun24,Digital Marketing,65.92252693431674,69.53627143125618,18.66371372249281,16.24709741277987,5,10,5,4,2025-05-16,Top Performer
S1090,MGB,MGB_Jun24,Supply Chain,80.71681677033202,75.01414220068011,18.946963958276758,17.462355553844887,4,3,7,1,2025-05-08,Top Performer
S1090,MGB,MGB_Jun24,Project Management,82.8967368462754,79.30901193739923,21.782171539928804,18.897945968586637,4,5,4,6,2025-05-15,"Top Performer, Top Performer"
S1091,MGB,MGB_Jun24,Applied Statistics,86.37656850854042,88.99783731666543,20.50742002598892,19.042732148795004,5,4,2,2,2025-04-23,"Rapid Improver, Top Performer"
S1091,MGB,MGB_Jun24,Digital Marketing,73.00460313586231,72.26963796840919,15.753402585249237,14.732663494655409,4,4,4,6,2025-04-23,Consistent User
S1091,MGB,MGB_Jun24,Supply Chain,76.87454781202986,74.43533864333324,18.362732953880652,15.846362610723908,5,7,3,5,2025-04-16,Consistent User
S1091,MGB,MGB_Jun24,Project Management,82.38662578017615,80.43834614403436,19.268939226009994,15.355976395149382,6,6,5,2,2025-04-15,"Top Performer, Top Performer"
S1092,MGB,MGB_Jun24,Applied Statistics,72.37279413366495,75.7779579687784,19.630521764685454,13.765583618539234,6,6,3,5,2025-04-14,"Consistent User, Consistent User"
S1092,MGB,MGB_Jun24,Digital Marketing,84.22370810038333,87.69928334105747,22.250057558147574,18.504018515621407,5,3,5,2,2025-05-21,"Rapid Improver, Consistent User"
S1092,MGB,MGB_Jun24,Supply Chain,76.38346517740169,80.11443412167262,21.0005960176318,15.20619251396534,5,9,4,2,2025-04-13,"Top Performer, Consistent User"
S1092,MGB,MGB_Jun24,Project Management,62.22079622466891,62.54619658002198,16.023831264645526,12.074304351480356,5,11,3,6,2025-05-16,
S1093,MGB,MGB_Jun24,Applied Statistics,70.01958488058456,72.53979731594168,19.673735110585255,13.414258628397569,4,12,3,6,2025-05-02,"Top Performer, Rapid Improver"
S1093,MGB,MGB_Jun24,Digital Marketing,100.0,95.60732144948562,26.307689218545303,22.295310772945104,5,4,4,4,2025-05-07,Rapid Improver
S1093,MGB,MGB_Jun24,Supply Chain,87.9752044846301,85.40381145066381,22.588659025972415,21.54945676438704,5,5,7,2,2025-04-15,"Consistent User, Top Performer"
S1093,MGB,MGB_Jun24,Project Management,79.15459031041645,76.4230763334621,18.28966261947532,17.784333362166215,5,9,4,4,2025-05-12,"Rapid Improver, Top Performer"
S1094,MGB,MGB_Jun24,Applied Statistics,77.9612933482042,80.52322984795966,16.5541052475405,16.794275476387217,5,3,1,1,2025-05-18,"Consistent User, Consistent User"
S1094,MGB,MGB_Jun24,Digital Marketing,69.62105439391279,65.35603424555681,17.104247852872035,14.003617376480653,6,8,1,1,2025-04-19,Consistent User
S1094,MGB,MGB_Jun24,Supply Chain,78.50627196336995,81.40237705769411,17.32470623308821,22.65534765785137,4,9,6,5,2025-05-20,"Top Performer, Consistent User"
S1094,MGB,MGB_Jun24,Project Management,74.55121214019124,91.00478589367813,17.498523673626277,21.209726991171635,4,7,4,6,2025-04-29,Consistent User
S1095,MGB,MGB_Jun24,Applied Statistics,65.99972620331268,60.153131552703925,10.254134729191282,14.38559982780376,5,8,7,5,2025-05-11,Rapid Improver
S1095,MGB,MGB_Jun24,Digital Marketing,86.82720848480832,96.19909625732082,26.3262848504269,16.27021102110781,5,3,7,4,2025-04-20,Rapid Improver
S1095,MGB,MGB_Jun24,Supply Chain,96.02295672625749,93.46543582330897,22.58726797016979,20.978915178934265,6,4,5,6,2025-05-19,Rapid Improver
S1095,MGB,MGB_Jun24,Project Management,72.23371615794873,66.74655187949061,15.638492209260958,17.761542067322477,6,3,2,1,2025-04-21,"Rapid Improver, Top Performer"
S1096,MGB,MGB_Jun24,Applied Statistics,77.5159778168688,73.3363806852986,24.380175656484486,15.349794154695683,5,3,5,3,2025-05-07,"Rapid Improver, Rapid Improver"
S1096,MGB,MGB_Jun24,Digital Marketing,85.9158867085485,87.79269413589593,21.00294421330085,19.190897949305473,5,11,6,4,2025-05-14,"Rapid Improver, Consistent User"
S1096,MGB,MGB_Jun24,Supply Chain,93.59477395522507,95.68719442733516,24.507638546835743,19.937711368548765,6,6,7,2,2025-05-09,Consistent User
S1096,MGB,MGB_Jun24,Project Management,70.13504218987578,78.52079646748724,18.608578250024962,17.92917519324176,5,8,6,2,2025-05-10,Top Performer
S1097,MGB,MGB_Jun24,Applied Statistics,89.3531683175718,87.91497497763434,23.024486751754242,20.60748328182832,4,8,2,6,2025-05-17,Consistent User
S1097,MGB,MGB_Jun24,Digital Marketing,64.62926053373762,62.916231370634215,18.553780213395502,7.838421264400354,6,8,1,5,2025-05-04,"Rapid Improver, Top Performer"
S1097,MGB,MGB_Jun24,Supply Chain,78.15823622927276,79.61762411662073,19.083889202881718,19.292660274682227,4,12,4,4,2025-05-16,Rapid Improver
S1097,MGB,MGB_Jun24,Project Management,81.21689427560648,80.44625073387101,19.22399137566921,16.017654319149333,6,4,3,5,2025-05-02,"Consistent User, Top Performer"
S1098,MGB,MGB_Jun24,Applied Statistics,80.35196983207761,70.62216001436842,22.367496397229974,18.237986160751326,4,10,5,3,2025-04-14,"Rapid Improver, Rapid Improver"
S1098,MGB,MGB_Jun24,Digital Marketing,73.11272009995982,73.48264634892676,19.550512349177353,18.43046953102245,6,10,6,4,2025-04-17,Consistent User
S1098,MGB,MGB_Jun24,Supply Chain,73.90234273213277,82.37309748607596,16.321251587577798,14.169175298976498,6,9,3,4,2025-04-27,"Consistent User, Top Performer"
S1098,MGB,MGB_Jun24,Project Management,75.2105119479881,79.10587665719669,19.416230277993897,18.318096338449905,4,10,1,3,2025-05-09,"Rapid Improver, Top Performer"
S1099,MGB,MGB_Jun24,Applied Statistics,76.15913117988627,77.62672009482826,17.689960641489307,13.299635697796147,6,3,5,2,2025-05-19,"Rapid Improver, Top Performer"
S1099,MGB,MGB_Jun24,Digital Marketing,84.26008403907005,86.99673178003215,21.481369632374637,18.777404232577673,4,6,5,3,2025-05-09,"Consistent User, Rapid Improver"
S1099,MGB,MGB_Jun24,Supply Chain,93.1189651783651,89.56379890387159,23.053074153579526,21.110925840463704,5,7,3,3,2025-05-17,"Consistent User, Top Performer"
S1099,MGB,MGB_Jun24,Project Management,87.04087861065949,83.87848376825694,22.08701313529758,21.288640239834077,6,4,7,1,2025-05-10,"Consistent User, Consistent User"
S1100,MGB,MGB_Jun24,Applied Statistics,77.71097777992053,74.08970164363824,22.950716880103734,14.93633736173864,6,6,4,4,2025-05-06,"Consistent User, Top Performer"
S1100,MGB,MGB_Jun24,Digital Marketing,85.27182500451914,85.22659850612565,17.443836316462587,18.580607570400666,5,12,6,3,2025-04-21,Consistent User
S1100,MGB,MGB_Jun24,Supply Chain,82.61406091105644,87.87354662492109,25.68365602202549,18.624854747747612,6,12,6,1,2025-04-28,"Top Performer, Rapid Improver"
S1100,MGB,MGB_Jun24,Project Management,72.62722989880533,69.70485523693026,16.98206712089359,13.983683426391366,6,5,4,6,2025-05-02,Top Performer
S1101,MGB,MGB_Jun24,Applied Statistics,76.08052094791941,83.29353822508816,17.894143759061418,18.018545012414823,6,3,3,2,2025-04-13,Top Performer
S1101,MGB,MGB_Jun24,Digital Marketing,65.33435413006916,64.21688852187928,19.185173908587878,12.049361383849682,5,5,3,4,2025-04-21,"Consistent User, Consistent User"
S1101,MGB,MGB_Jun24,Supply Chain,74.01818130842949,81.40146856900394,19.031033775815384,18.09627597962853,6,7,1,4,2025-05-12,Rapid Improver
S1101,MGB,MGB_Jun24,Project Management,88.19340969409478,94.3152411031847,20.895759997976256,22.838755705793186,6,6,1,6,2025-05-01,"Consistent User, Rapid Improver"
S1102,MGB,MGB_Jun24,Applied Statistics,72.61183541845027,72.65482660962354,15.598999921385568,19.562423563672233,5,6,5,4,2025-04-20,Consistent User
S1102,MGB,MGB_Jun24,Digital Marketing,76.16295685379497,81.25801245411745,18.831718257721942,12.713756786311444,4,3,1,6,2025-05-13,"Top Performer, Rapid Improver"
S1102,MGB,MGB_Jun24,Supply Chain,90.58569337398016,96.10123459344605,23.179081755354478,20.329605731453487,6,3,2,2,2025-05-03,"Consistent User, Top Performer"
S1102,MGB,MGB_Jun24,Project Management,84.32242051401647,84.05907389647558,20.1818133082708,19.987215355728395,4,10,5,4,2025-04-17,Rapid Improver
S1103,MGB,MGB_Jun24,Applied Statistics,83.68570971107916,75.95952780735716,20.369298442351614,16.148038007385686,5,12,2,4,2025-04-16,"Consistent User, Top Performer"
S1103,MGB,MGB_Jun24,Digital Marketing,59.392322741313805,54.89418089415422,14.385368949833499,15.568132065118576,6,12,6,4,2025-05-20,"Consistent User, Rapid Improver"
S1103,MGB,MGB_Jun24,Supply Chain,69.06153236262777,70.07925380396817,12.64310911338065,18.863173451340902,6,7,1,3,2025-04-26,Consistent User
S1103,MGB,MGB_Jun24,Project Management,100.0,96.10828766388006,26.230016959973163,23.645657424020133,4,3,6,1,2025-05-12,"Consistent User, Consistent User"
S1104,MGB,MGB_Jun24,Applied Statistics,72.59288102799508,70.37960514285294,20.856228983481337,14.322753450186118,5,8,1,6,2025-05-16,Consistent User
S1104,MGB,MGB_Jun24,Digital Marketing,74.12493001362456,71.52836353962945,17.556370463674252,16.209468212744742,5,6,3,4,2025-04-24,"Top Performer, Top Performer"
S1104,MGB,MGB_Jun24,Supply Chain,70.27310773926484,72.13189662630228,16.327535053071653,15.119851405726537,5,4,3,5,2025-05-20,Top Performer
S1104,MGB,MGB_Jun24,Project Management,79.00074740050039,76.03979471217059,21.224612039518746,15.47115130389526,5,7,2,5,2025-04-23,Top Performer
S1105,MGB,MGB_Jun24,Applied Statistics,81.00421853012207,80.89162486536547,18.383156753967505,18.96161172905179,4,4,6,1,2025-05-06,"Consistent User, Consistent User"
S1105,MGB,MGB_Jun24,Digital Marketing,88.51532581100035,88.48444245357528,19.062949072726184,19.109960903473514,5,3,4,1,2025-05-11,
S1105,MGB,MGB_Jun24,Supply Chain,62.1290367276593,55.527791938282604,13.794745301564658,12.589475268028037,4,9,7,1,2025-05-20,"Top Performer, Consistent User"
S1105,MGB,MGB_Jun24,Project Management,79.48774884981842,78.5608466015768,20.698786829168597,14.41286422085296,4,12,5,3,2025-05-09,Top Performer
S1106,MGB,MGB_Jun24,Applied Statistics,73.1762013326838,66.87904001569022,12.510598640451345,18.833971282324555,6,7,7,6,2025-04-28,Consistent User
S1106,MGB,MGB_Jun24,Digital Marketing,90.53771461919,84.5762570716071,25.294459786049686,22.29608892105428,5,9,1,2,2025-05-02,
S1106,MGB,MGB_Jun24,Supply Chain,78.4512558138428,80.11626061816422,18.721400240130343,15.976521187017303,6,5,4,5,2025-04-18,Rapid Improver
S1106,MGB,MGB_Jun24,Project Management,86.35292743727021,84.59319658476825,23.17112997603032,18.586417544821483,4,10,3,5,2025-04-23,Top Performer
S1107,MGB,MGB_Jun24,Applied Statistics,86.58054789056526,85.27327502554988,24.225225068009355,19.545470560822807,5,11,2,2,2025-05-18,"Rapid Improver, Top Performer"
S1107,MGB,MGB_Jun24,Digital Marketing,65.11878805639765,69.66660323796432,18.77570464691952,13.837000103897545,6,10,2,2,2025-05-13,"Top Performer, Rapid Improver"
S1107,MGB,MGB_Jun24,Supply Chain,76.8413619725069,78.11889602368524,18.37121920461983,15.728830571053102,6,5,6,6,2025-04-14,Rapid Improver
S1107,MGB,MGB_Jun24,Project Management,81.37216540410971,77.87835274127424,17.13101019208277,18.331753025943925,5,7,4,2,2025-05-15,"Rapid Improver, Top Performer"
S1108,MGB,MGB_Jun24,Applied Statistics,73.79351112432776,70.95852108247031,17.907761199798514,15.911030711830128,5,5,6,6,2025-05-01,"Top Performer, Top Performer"
S1108,MGB,MGB_Jun24,Digital Marketing,88.60848304889866,89.42076598900228,24.341927889409618,18.035960224766917,4,4,7,4,2025-05-21,
S1108,MGB,MGB_Jun24,Supply Chain,88.31852842427323,97.96033881024032,22.153495273023566,22.19100969122548,6,4,4,3,2025-05-10,"Rapid Improver, Rapid Improver"
S1108,MGB,MGB_Jun24,Project Management,77.35547792282007,79.52759635361011,20.831580769055144,14.222321826034065,5,7,7,4,2025-04-18,"Rapid Improver, Rapid Improver"
S1109,MGB,MGB_Jun24,Applied Statistics,63.83420498719133,62.15549508517108,15.487731646461988,10.938893934117152,5,9,6,6,2025-05-14,Consistent User
S1109,MGB,MGB_Jun24,Digital Marketing,75.46025392282041,76.3003638045319,19.668538097283783,18.248574997176128,6,3,3,5,2025-05-10,Top Performer
S1109,MGB,MGB_Jun24,Supply Chain,73.57955022009972,77.42545828683885,20.793465405111387,17.74660508347408,5,12,7,3,2025-04-14,"Top Performer, Top Performer"
S1109,MGB,MGB_Jun24,Project Management,72.91925943767869,72.10539442436756,16.061477924815303,14.608882243386068,5,4,5,6,2025-04-21,Consistent User
S1110,MGB,MGB_Jun24,Applied Statistics,75.4945699534725,82.8156372933531,18.301493396406848,17.339966440528837,6,4,3,5,2025-05-10,"Rapid Improver, Top Performer"
S1110,MGB,MGB_Jun24,Digital Marketing,70.16781239547542,64.99080394314892,14.999001340600849,13.258982390440705,6,3,4,2,2025-04-15,Top Performer
S1110,MGB,MGB_Jun24,Supply Chain,91.49009759903193,89.6734909224368,24.785618044778232,19.29842634944716,5,8,2,6,2025-04-25,"Top Performer, Rapid Improver"
S1110,MGB,MGB_Jun24,Project Management,66.30763678436053,64.02985474586256,20.392803610125398,15.409405964895566,6,9,6,3,2025-04-19,"Rapid Improver, Consistent User"
S1111,MGB,MGB_Jun24,Applied Statistics,81.66913310632195,86.42046553867496,20.645468338115652,17.125088542536137,6,7,6,2,2025-05-11,Rapid Improver
S1111,MGB,MGB_Jun24,Digital Marketing,79.03962060605802,75.07500289189468,22.476886460955107,20.422129017106247,5,4,6,1,2025-05-20,Consistent User
S1111,MGB,MGB_Jun24,Supply Chain,90.01620687238001,87.03472606245961,24.568490228375502,23.697555903541797,4,10,5,3,2025-05-18,"Rapid Improver, Rapid Improver"
S1111,MGB,MGB_Jun24,Project Management,92.2062231664665,98.0,24.241222848798657,20.869243894063594,5,11,7,5,2025-04-18,Consistent User
S1112,MGB,MGB_Jun24,Applied Statistics,70.24952266026472,69.53007867356828,17.68875587957682,13.834284090940965,4,6,4,3,2025-04-30,"Consistent User, Rapid Improver"
S1112,MGB,MGB_Jun24,Digital Marketing,78.20490748712186,81.83823854833746,20.313346098096886,18.020369157939218,5,9,5,3,2025-04-26,Consistent User
S1112,MGB,MGB_Jun24,Supply Chain,75.24626624954098,76.30851062880174,21.82881256189839,15.394115767511732,5,7,4,5,2025-04-29,"Rapid Improver, Top Performer"
S1112,MGB,MGB_Jun24,Project Management,78.34743982099286,83.76707531534139,17.60829768790332,19.657606364381394,5,5,6,1,2025-04-13,"Consistent User, Rapid Improver"
S1113,MGB,MGB_Jun24,Applied Statistics,77.45142761300465,77.24450741232022,20.024875161561837,18.196509614868148,6,9,7,6,2025-05-02,
S1113,MGB,MGB_Jun24,Digital Marketing,83.15504560502946,77.16670688317703,22.21386981432131,20.237520050794647,5,10,5,4,2025-05-20,"Top Performer, Consistent User"
S1113,MGB,MGB_Jun24,Supply Chain,79.53893784034776,76.45254161344653,17.205141503618638,19.69366696324898,4,8,1,4,2025-04-16,Consistent User
S1113,MGB,MGB_Jun24,Project Management,93.98046716446778,91.07955515677189,25.814015574810586,22.4885663740084,5,8,2,4,2025-05-11,Rapid Improver
S1114,MGB,MGB_Jun24,Applied Statistics,81.64488506965547,75.70787003723915,19.078989964382018,18.56875790229897,4,12,6,2,2025-05-04,Rapid Improver
S1114,MGB,MGB_Jun24,Digital Marketing,81.14243296226506,81.31869917726124,24.44576041091954,21.6630849899623,6,7,6,2,2025-04-25,"Top Performer, Consistent User"
S1114,MGB,MGB_Jun24,Supply Chain,77.08875076087438,72.5146273469323,22.08233278017046,17.856536092478226,4,11,5,1,2025-05-07,
S1114,MGB,MGB_Jun24,Project Management,84.15629587093406,84.7632939289907,21.655699161699154,19.82459221663749,6,11,2,5,2025-04-22,"Consistent User, Top Performer"
S1115,MGB,MGB_Jun24,Applied Statistics,55.8904103836912,65.46695928945232,12.496397033464433,11.916047440482126,6,3,1,1,2025-05-07,"Consistent User, Top Performer"
S1115,MGB,MGB_Jun24,Digital Marketing,83.51860268335395,88.77267598330722,19.52138883281667,15.54576337845899,5,12,1,1,2025-05-10,"Rapid Improver, Top Performer"
S1115,MGB,MGB_Jun24,Supply Chain,84.2366288835803,83.59506162479077,17.651818548260948,19.592793135220294,4,3,5,5,2025-05-13,"Top Performer, Top Performer"
S1115,MGB,MGB_Jun24,Project Management,97.09263942333203,95.39725319668713,21.06631278450799,19.907641431102533,5,4,2,3,2025-04-18,"Rapid Improver, Consistent User"
S1116,MGB,MGB_Jun24,Applied Statistics,77.59819615827851,84.93180361152758,19.919158788039056,21.863208266600953,6,4,6,1,2025-04-21,Consistent User
S1116,MGB,MGB_Jun24,Digital Marketing,62.4353437402919,59.04588307744542,13.613004918128286,13.751366157731077,5,4,3,2,2025-04-13,"Consistent User, Consistent User"
S1116,MGB,MGB_Jun24,Supply Chain,68.97387107617541,77.72101734353257,17.01935282271721,13.493073337023763,4,10,6,3,2025-05-07,"Top Performer, Rapid Improver"
S1116,MGB,MGB_Jun24,Project Management,68.54283398095772,67.42308076470121,17.223695030289207,17.879597837177048,6,7,3,2,2025-05-19,"Rapid Improver, Consistent User"
S1117,MGB,MGB_Jun24,Applied Statistics,61.481261334860164,64.3223533308267,13.780693822526127,14.826488127774564,5,4,2,6,2025-05-19,"Top Performer, Rapid Improver"
S1117,MGB,MGB_Jun24,Digital Marketing,82.51232449814165,82.4458353177362,20.985924576608703,17.382470791951658,6,8,1,6,2025-05-18,
S1117,MGB,MGB_Jun24,Supply Chain,74.88628442837717,74.6791517879042,18.944127630007458,18.033485881684186,5,9,6,6,2025-05-09,"Top Performer, Consistent User"
S1117,MGB,MGB_Jun24,Project Management,73.56952262030342,75.77094472835893,18.508043218592736,18.195133653088856,4,8,1,3,2025-05-04,"Consistent User, Top Performer"
S1118,MGB,MGB_Jun24,Applied Statistics,64.17280311908907,66.818761729895,16.118310004442275,15.637521129025028,5,5,3,3,2025-04-14,"Top Performer, Rapid Improver"
S1118,MGB,MGB_Jun24,Digital Marketing,82.92755399143459,91.26306074061034,20.987480390424267,16.733253410332388,6,12,5,4,2025-05-13,Rapid Improver
S1118,MGB,MGB_Jun24,Supply Chain,72.32335059965892,70.70266124518959,20.559260392647953,14.78978152339705,5,10,2,1,2025-05-02,"Rapid Improver, Consistent User"
S1118,MGB,MGB_Jun24,Project Management,61.86073958864423,64.71250044196942,16.368554557646714,15.295957181260658,6,7,1,6,2025-05-06,Rapid Improver
S1119,MGB,MGB_Jun24,Applied Statistics,95.14907364571147,92.86345011226857,17.841642647373476,24.35100799724915,5,12,4,6,2025-05-06,"Rapid Improver, Rapid Improver"
S1119,MGB,MGB_Jun24,Digital Marketing,73.00667365672507,69.1201860445518,16.802802147878797,12.578992748103165,4,5,3,3,2025-05-12,"Rapid Improver, Consistent User"
S1119,MGB,MGB_Jun24,Supply Chain,80.50067240226353,77.89673672703391,20.663536601334073,18.12166114723602,6,8,7,6,2025-04-17,"Rapid Improver, Rapid Improver"
S1119,MGB,MGB_Jun24,Project Management,79.71281259975876,75.7542004853887,22.48455058061351,13.990201500930574,5,10,1,6,2025-05-03,Consistent User
S1120,MGB,MGB_Jun24,Applied Statistics,77.12569250471543,76.86159774720622,20.80248906533441,17.09321620676621,5,12,5,2,2025-04-21,"Rapid Improver, Rapid Improver"
S1120,MGB,MGB_Jun24,Digital Marketing,64.83876270652432,70.33723664872028,13.65120341294244,13.452754423328912,6,12,4,4,2025-04-28,
S1120,MGB,MGB_Jun24,Supply Chain,78.71062474739483,73.24198907244697,21.623752660558363,17.01204835837578,6,3,1,4,2025-05-13,"Rapid Improver, Consistent User"
S1120,MGB,MGB_Jun24,Project Management,76.34389576728523,76.12230031223412,14.594359078711907,20.361459272474523,6,5,7,1,2025-05-21,"Rapid Improver, Rapid Improver"
S1121,GMBA,GMBA_Feb24,Business Analytics,84.39966343425665,90.41023461013044,28.564184293737686,15.893178936687947,4,5,1,1,2025-04-21,"Top Performer, Top Performer"
S1121,GMBA,GMBA_Feb24,Corporate Finance,53.11999462234577,50.0,10.679917986512315,10.106081878424167,5,9,3,1,2025-04-14,"Rapid Improver, Consistent User"
S1121,GMBA,GMBA_Feb24,Leadership,52.005063504945234,54.01570423563444,14.89747214561955,10.626060590827011,4,10,4,1,2025-05-03,Rapid Improver
S1121,GMBA,GMBA_Feb24,Strategy,92.93816495883688,91.99903492669968,27.191039839213254,21.666548463100668,5,12,1,3,2025-04-15,"Rapid Improver, Rapid Improver"
S1122,GMBA,GMBA_Feb24,Business Analytics,95.66152634699009,95.42915665929328,21.100453628516135,18.368663171126585,5,3,4,3,2025-05-13,Rapid Improver
S1122,GMBA,GMBA_Feb24,Corporate Finance,73.62749678602248,67.74805574969284,16.809935451361156,16.514601668983577,4,11,1,3,2025-05-13,Rapid Improver
S1122,GMBA,GMBA_Feb24,Leadership,83.4112212150443,87.57425174853485,20.66018051334126,18.778491635282013,4,3,7,4,2025-05-01,"Rapid Improver, Consistent User"
S1122,GMBA,GMBA_Feb24,Strategy,86.25303209014848,93.74190245311092,20.652301824830367,18.399839589006234,5,10,3,4,2025-05-12,"Top Performer, Top Performer"
S1123,GMBA,GMBA_Feb24,Business Analytics,84.60169620933833,83.31262614099319,23.349949101647464,15.073284272560326,6,6,7,5,2025-04-18,"Consistent User, Top Performer"
S1123,GMBA,GMBA_Feb24,Corporate Finance,84.87678396770328,83.9564877688701,19.204276996819893,18.225329403018865,4,3,4,5,2025-05-16,"Consistent User, Rapid Improver"
S1123,GMBA,GMBA_Feb24,Leadership,92.44356240632139,91.95486530772614,25.275897803036727,18.55785366512906,6,4,3,2,2025-05-19,"Top Performer, Rapid Improver"
S1123,GMBA,GMBA_Feb24,Strategy,87.0991244468716,91.84791425743887,17.75989777758122,20.272288875843792,6,8,6,3,2025-05-18,Rapid Improver
S1124,GMBA,GMBA_Feb24,Business Analytics,76.98291386539616,78.58406651612619,20.354872836968852,18.704690299625025,5,12,1,5,2025-05-08,"Top Performer, Rapid Improver"
S1124,GMBA,GMBA_Feb24,Corporate Finance,65.38550284553263,68.30703060553914,13.092458897274714,14.656301332077561,6,12,7,1,2025-04-29,Consistent User
S1124,GMBA,GMBA_Feb24,Leadership,70.57973890977912,74.87616203174657,18.330242547564755,15.927424119527057,6,7,2,2,2025-04-22,"Consistent User, Top Performer"
S1124,GMBA,GMBA_Feb24,Strategy,85.54371181419192,86.71250048571864,20.959391791973612,21.530292148588728,4,12,6,4,2025-04-14,Rapid Improver
S1125,GMBA,GMBA_Feb24,Business Analytics,82.38603690049928,81.86278746972326,21.241189957492203,21.019809440490267,6,4,3,5,2025-05-09,Top Performer
S1125,GMBA,GMBA_Feb24,Corporate Finance,73.61169788344564,80.38943615767482,19.097081291988,18.065803684420125,5,12,2,4,2025-05-21,"Consistent User, Rapid Improver"
S1125,GMBA,GMBA_Feb24,Leadership,78.80281031255672,88.1809747433834,18.920068710898533,17.983702589606935,6,12,6,2,2025-05-18,"Rapid Improver, Rapid Improver"
S1125,GMBA,GMBA_Feb24,Strategy,76.51511160074297,76.0046298593747,19.04346816213939,17.500129533966895,4,9,6,4,2025-05-20,Consistent User
S1126,GMBA,GMBA_Feb24,Business Analytics,95.93558558210907,90.38943801373651,23.246243843840613,19.51714992122312,6,4,6,4,2025-04-23,"Top Performer, Top Performer"
S1126,GMBA,GMBA_Feb24,Corporate Finance,79.0077857211588,90.84113390414365,21.182650355180915,15.887588977281624,4,6,2,6,2025-05-09,Rapid Improver
S1126,GMBA,GMBA_Feb24,Leadership,84.47525446971035,78.04044750208314,22.192846593096718,21.63131557495111,6,3,3,1,2025-05-22,"Top Performer, Rapid Improver"
S1126,GMBA,GMBA_Feb24,Strategy,59.46877844834541,55.36051533427523,11.472292896022205,14.756091836736472,4,10,7,4,2025-04-18,"Top Performer, Rapid Improver"
S1127,GMBA,GMBA_Feb24,Business Analytics,91.67641437729408,92.0781023439961,22.40997013798539,19.143275076297076,6,9,4,2,2025-04-23,Top Performer
